"categoria","N","prop","dep_adm1","prov_adm2","dist_adm3"
"De 95 a más",8,0.000685048809727693,"la libertad","pataz","chillia"
"De 0  a 4 ",607,0.103283988429471,"la libertad","pataz","huancaspata"
"De 5  a 9 ",793,0.134932788837842,"la libertad","pataz","huancaspata"
"De 10 a 14 ",809,0.137655266292326,"la libertad","pataz","huancaspata"
"De 15 a 19 ",562,0.0956270205887357,"la libertad","pataz","huancaspata"
"De 20 a 24 ",325,0.0553003232941977,"la libertad","pataz","huancaspata"
"De 25 a 29 ",290,0.0493449038625149,"la libertad","pataz","huancaspata"
"De 30 a 34 ",335,0.05700187170325,"la libertad","pataz","huancaspata"
"De 35 a 39 ",305,0.0518972264760932,"la libertad","pataz","huancaspata"
"De 40 a 44 ",290,0.0493449038625149,"la libertad","pataz","huancaspata"
"De 45 a 49 ",303,0.0515569167942828,"la libertad","pataz","huancaspata"
"De 50 a 54 ",261,0.0444104134762634,"la libertad","pataz","huancaspata"
"De 55 a 59 ",243,0.0413476263399694,"la libertad","pataz","huancaspata"
"De 60 a 64 ",183,0.0311383358856559,"la libertad","pataz","huancaspata"
"De 65 a 69 ",169,0.0287561681129828,"la libertad","pataz","huancaspata"
"De 70 a 74 ",150,0.0255232261357836,"la libertad","pataz","huancaspata"
"De 75 a 79 ",119,0.0202484260677216,"la libertad","pataz","huancaspata"
"De 80 a 84 ",70,0.0119108388633657,"la libertad","pataz","huancaspata"
"De 85 a 89 ",45,0.00765696784073507,"la libertad","pataz","huancaspata"
"De 90 a 94 ",14,0.00238216777267313,"la libertad","pataz","huancaspata"
"De 95 a más",4,0.000680619363620895,"la libertad","pataz","huancaspata"
"De 0  a 4 ",99,0.0854922279792746,"la libertad","pataz","huaylillas"
"De 5  a 9 ",118,0.101899827288428,"la libertad","pataz","huaylillas"
"De 10 a 14 ",133,0.114853195164076,"la libertad","pataz","huaylillas"
"De 15 a 19 ",105,0.0906735751295337,"la libertad","pataz","huaylillas"
"De 20 a 24 ",72,0.0621761658031088,"la libertad","pataz","huaylillas"
"De 25 a 29 ",72,0.0621761658031088,"la libertad","pataz","huaylillas"
"De 30 a 34 ",73,0.0630397236614853,"la libertad","pataz","huaylillas"
"De 35 a 39 ",71,0.0613126079447323,"la libertad","pataz","huaylillas"
"De 40 a 44 ",88,0.075993091537133,"la libertad","pataz","huaylillas"
"De 45 a 49 ",63,0.0544041450777202,"la libertad","pataz","huaylillas"
"De 50 a 54 ",51,0.0440414507772021,"la libertad","pataz","huaylillas"
"De 55 a 59 ",59,0.0509499136442142,"la libertad","pataz","huaylillas"
"De 60 a 64 ",33,0.0284974093264249,"la libertad","pataz","huaylillas"
"De 65 a 69 ",31,0.0267702936096718,"la libertad","pataz","huaylillas"
"De 70 a 74 ",28,0.0241796200345423,"la libertad","pataz","huaylillas"
"De 75 a 79 ",26,0.0224525043177893,"la libertad","pataz","huaylillas"
"De 80 a 84 ",19,0.0164075993091537,"la libertad","pataz","huaylillas"
"De 85 a 89 ",11,0.00949913644214162,"la libertad","pataz","huaylillas"
"De 90 a 94 ",4,0.00345423143350604,"la libertad","pataz","huaylillas"
"De 95 a más",2,0.00172711571675302,"la libertad","pataz","huaylillas"
"De 0  a 4 ",378,0.108683151236343,"la libertad","pataz","huayo"
"De 5  a 9 ",462,0.132834962622197,"la libertad","pataz","huayo"
"De 10 a 14 ",504,0.144910868315124,"la libertad","pataz","huayo"
"De 15 a 19 ",301,0.08654399079931,"la libertad","pataz","huayo"
"De 20 a 24 ",208,0.0598044853364002,"la libertad","pataz","huayo"
"De 25 a 29 ",195,0.0560667050028752,"la libertad","pataz","huayo"
"De 30 a 34 ",221,0.0635422656699252,"la libertad","pataz","huayo"
"De 35 a 39 ",205,0.0589419206440483,"la libertad","pataz","huayo"
"De 40 a 44 ",193,0.0554916618746406,"la libertad","pataz","huayo"
"De 45 a 49 ",177,0.0508913168487637,"la libertad","pataz","huayo"
"De 50 a 54 ",112,0.0322024151811386,"la libertad","pataz","huayo"
"De 55 a 59 ",133,0.0382403680276021,"la libertad","pataz","huayo"
"De 60 a 64 ",100,0.0287521564117309,"la libertad","pataz","huayo"
"De 65 a 69 ",92,0.0264519838987924,"la libertad","pataz","huayo"
"De 70 a 74 ",75,0.0215641173087982,"la libertad","pataz","huayo"
"De 75 a 79 ",60,0.0172512938470385,"la libertad","pataz","huayo"
"De 80 a 84 ",33,0.00948821161587119,"la libertad","pataz","huayo"
"De 85 a 89 ",17,0.00488786658999425,"la libertad","pataz","huayo"
"De 90 a 94 ",8,0.00230017251293847,"la libertad","pataz","huayo"
"De 95 a más",4,0.00115008625646924,"la libertad","pataz","huayo"
"De 0  a 4 ",126,0.1008,"la libertad","pataz","ongon"
"De 5  a 9 ",148,0.1184,"la libertad","pataz","ongon"
"De 10 a 14 ",163,0.1304,"la libertad","pataz","ongon"
"De 15 a 19 ",124,0.0992,"la libertad","pataz","ongon"
"De 20 a 24 ",87,0.0696,"la libertad","pataz","ongon"
"De 25 a 29 ",78,0.0624,"la libertad","pataz","ongon"
"De 30 a 34 ",79,0.0632,"la libertad","pataz","ongon"
"De 35 a 39 ",73,0.0584,"la libertad","pataz","ongon"
"De 40 a 44 ",70,0.056,"la libertad","pataz","ongon"
"De 45 a 49 ",58,0.0464,"la libertad","pataz","ongon"
"De 50 a 54 ",66,0.0528,"la libertad","pataz","ongon"
"De 55 a 59 ",46,0.0368,"la libertad","pataz","ongon"
"De 60 a 64 ",44,0.0352,"la libertad","pataz","ongon"
"De 65 a 69 ",29,0.0232,"la libertad","pataz","ongon"
"De 70 a 74 ",19,0.0152,"la libertad","pataz","ongon"
"De 75 a 79 ",23,0.0184,"la libertad","pataz","ongon"
"De 80 a 84 ",11,0.0088,"la libertad","pataz","ongon"
"De 85 a 89 ",4,0.0032,"la libertad","pataz","ongon"
"De 90 a 94 ",1,8e-04,"la libertad","pataz","ongon"
"De 95 a más",1,8e-04,"la libertad","pataz","ongon"
"De 0  a 4 ",1680,0.0896956753870796,"la libertad","pataz","parcoy"
"De 5  a 9 ",1624,0.0867058195408436,"la libertad","pataz","parcoy"
"De 10 a 14 ",1564,0.0835024025627336,"la libertad","pataz","parcoy"
"De 15 a 19 ",1288,0.0687666844634276,"la libertad","pataz","parcoy"
"De 20 a 24 ",2001,0.106833956219968,"la libertad","pataz","parcoy"
"De 25 a 29 ",2429,0.129684997330486,"la libertad","pataz","parcoy"
"De 30 a 34 ",2162,0.115429791777896,"la libertad","pataz","parcoy"
"De 35 a 39 ",1666,0.0889482114255206,"la libertad","pataz","parcoy"
"De 40 a 44 ",1293,0.0690336358782702,"la libertad","pataz","parcoy"
"De 45 a 49 ",1054,0.0562733582487987,"la libertad","pataz","parcoy"
"De 50 a 54 ",662,0.0353443673251468,"la libertad","pataz","parcoy"
"De 55 a 59 ",462,0.0246663107314469,"la libertad","pataz","parcoy"
"De 60 a 64 ",286,0.0152696209289909,"la libertad","pataz","parcoy"
"De 65 a 69 ",208,0.0111051788574479,"la libertad","pataz","parcoy"
"De 70 a 74 ",138,0.00736785904965296,"la libertad","pataz","parcoy"
"De 75 a 79 ",120,0.00640683395621997,"la libertad","pataz","parcoy"
"De 80 a 84 ",54,0.00288307528029899,"la libertad","pataz","parcoy"
"De 85 a 89 ",26,0.00138814735718099,"la libertad","pataz","parcoy"
"De 90 a 94 ",9,0.000480512546716498,"la libertad","pataz","parcoy"
"De 95 a más",4,0.000213561131873999,"la libertad","pataz","parcoy"
"De 0  a 4 ",1107,0.123867069486405,"la libertad","pataz","pataz"
"De 5  a 9 ",1015,0.113572787288799,"la libertad","pataz","pataz"
"De 10 a 14 ",877,0.0981313639923912,"la libertad","pataz","pataz"
"De 15 a 19 ",663,0.0741859684457872,"la libertad","pataz","pataz"
"De 20 a 24 ",909,0.10171198388721,"la libertad","pataz","pataz"
"De 25 a 29 ",930,0.104061765693186,"la libertad","pataz","pataz"
"De 30 a 34 ",801,0.0896273917421954,"la libertad","pataz","pataz"
"De 35 a 39 ",694,0.0776546939688934,"la libertad","pataz","pataz"
"De 40 a 44 ",511,0.0571780239453955,"la libertad","pataz","pataz"
"De 45 a 49 ",440,0.0492335235537652,"la libertad","pataz","pataz"
"De 50 a 54 ",340,0.038044086382455,"la libertad","pataz","pataz"
"De 55 a 59 ",226,0.0252881280071612,"la libertad","pataz","pataz"
"De 60 a 64 ",156,0.017455521987244,"la libertad","pataz","pataz"
"De 65 a 69 ",96,0.0107418596844579,"la libertad","pataz","pataz"
"De 70 a 74 ",70,0.0078326060199172,"la libertad","pataz","pataz"
"De 75 a 79 ",45,0.00503524672708963,"la libertad","pataz","pataz"
"De 80 a 84 ",32,0.00358061989481929,"la libertad","pataz","pataz"
"De 85 a 89 ",13,0.00145462683227034,"la libertad","pataz","pataz"
"De 90 a 94 ",8,0.000895154973704823,"la libertad","pataz","pataz"
"De 95 a más",4,0.000447577486852411,"la libertad","pataz","pataz"
"De 0  a 4 ",152,0.0917874396135266,"la libertad","pataz","pias"
"De 5  a 9 ",210,0.126811594202899,"la libertad","pataz","pias"
"De 10 a 14 ",192,0.115942028985507,"la libertad","pataz","pias"
"De 15 a 19 ",118,0.071256038647343,"la libertad","pataz","pias"
"De 20 a 24 ",108,0.0652173913043478,"la libertad","pataz","pias"
"De 25 a 29 ",107,0.0646135265700483,"la libertad","pataz","pias"
"De 30 a 34 ",114,0.0688405797101449,"la libertad","pataz","pias"
"De 35 a 39 ",99,0.0597826086956522,"la libertad","pataz","pias"
"De 40 a 44 ",92,0.0555555555555556,"la libertad","pataz","pias"
"De 45 a 49 ",91,0.054951690821256,"la libertad","pataz","pias"
"De 50 a 54 ",81,0.0489130434782609,"la libertad","pataz","pias"
"De 55 a 59 ",70,0.0422705314009662,"la libertad","pataz","pias"
"De 60 a 64 ",65,0.0392512077294686,"la libertad","pataz","pias"
"De 65 a 69 ",51,0.0307971014492754,"la libertad","pataz","pias"
"De 70 a 74 ",38,0.0229468599033816,"la libertad","pataz","pias"
"De 75 a 79 ",18,0.0108695652173913,"la libertad","pataz","pias"
"De 80 a 84 ",29,0.017512077294686,"la libertad","pataz","pias"
"De 85 a 89 ",16,0.00966183574879227,"la libertad","pataz","pias"
"De 90 a 94 ",3,0.00181159420289855,"la libertad","pataz","pias"
"De 95 a más",2,0.00120772946859903,"la libertad","pataz","pias"
"De 0  a 4 ",173,0.0782805429864253,"la libertad","pataz","santiago de challas"
"De 5  a 9 ",233,0.105429864253394,"la libertad","pataz","santiago de challas"
"De 10 a 14 ",274,0.123981900452489,"la libertad","pataz","santiago de challas"
"De 15 a 19 ",206,0.0932126696832579,"la libertad","pataz","santiago de challas"
"De 20 a 24 ",137,0.0619909502262444,"la libertad","pataz","santiago de challas"
"De 25 a 29 ",108,0.048868778280543,"la libertad","pataz","santiago de challas"
"De 30 a 34 ",109,0.0493212669683258,"la libertad","pataz","santiago de challas"
"De 35 a 39 ",90,0.0407239819004525,"la libertad","pataz","santiago de challas"
"De 40 a 44 ",125,0.0565610859728507,"la libertad","pataz","santiago de challas"
"De 45 a 49 ",137,0.0619909502262444,"la libertad","pataz","santiago de challas"
"De 50 a 54 ",123,0.0556561085972851,"la libertad","pataz","santiago de challas"
"De 55 a 59 ",94,0.0425339366515837,"la libertad","pataz","santiago de challas"
"De 60 a 64 ",92,0.0416289592760181,"la libertad","pataz","santiago de challas"
"De 65 a 69 ",78,0.0352941176470588,"la libertad","pataz","santiago de challas"
"De 70 a 74 ",53,0.0239819004524887,"la libertad","pataz","santiago de challas"
"De 75 a 79 ",79,0.0357466063348416,"la libertad","pataz","santiago de challas"
"De 80 a 84 ",49,0.0221719457013575,"la libertad","pataz","santiago de challas"
"De 85 a 89 ",35,0.0158371040723982,"la libertad","pataz","santiago de challas"
"De 90 a 94 ",8,0.00361990950226244,"la libertad","pataz","santiago de challas"
"De 95 a más",7,0.00316742081447964,"la libertad","pataz","santiago de challas"
"De 0  a 4 ",317,0.114069809283915,"la libertad","pataz","taurija"
"De 5  a 9 ",331,0.11910759265923,"la libertad","pataz","taurija"
"De 10 a 14 ",366,0.131702051097517,"la libertad","pataz","taurija"
"De 15 a 19 ",272,0.0978769341489745,"la libertad","pataz","taurija"
"De 20 a 24 ",144,0.05181720043181,"la libertad","pataz","taurija"
"De 25 a 29 ",195,0.0701691255847427,"la libertad","pataz","taurija"
"De 30 a 34 ",127,0.0456998920474991,"la libertad","pataz","taurija"
"De 35 a 39 ",156,0.0561353004677942,"la libertad","pataz","taurija"
"De 40 a 44 ",134,0.0482187837351565,"la libertad","pataz","taurija"
"De 45 a 49 ",163,0.0586541921554516,"la libertad","pataz","taurija"
"De 50 a 54 ",122,0.0439006836991724,"la libertad","pataz","taurija"
"De 55 a 59 ",92,0.0331054336092119,"la libertad","pataz","taurija"
"De 60 a 64 ",76,0.0273479668945664,"la libertad","pataz","taurija"
"De 65 a 69 ",86,0.0309463835912199,"la libertad","pataz","taurija"
"De 70 a 74 ",75,0.026988125224901,"la libertad","pataz","taurija"
"De 75 a 79 ",69,0.024829075206909,"la libertad","pataz","taurija"
"De 80 a 84 ",34,0.0122346167686218,"la libertad","pataz","taurija"
"De 85 a 89 ",16,0.00575746671464556,"la libertad","pataz","taurija"
"De 90 a 94 ",3,0.00107952500899604,"la libertad","pataz","taurija"
"De 95 a más",1,0.000359841669665347,"la libertad","pataz","taurija"
"De 0  a 4 ",175,0.08544921875,"la libertad","pataz","urpay"
"De 5  a 9 ",230,0.1123046875,"la libertad","pataz","urpay"
"De 10 a 14 ",265,0.12939453125,"la libertad","pataz","urpay"
"De 15 a 19 ",193,0.09423828125,"la libertad","pataz","urpay"
"De 20 a 24 ",101,0.04931640625,"la libertad","pataz","urpay"
"De 25 a 29 ",103,0.05029296875,"la libertad","pataz","urpay"
"De 30 a 34 ",119,0.05810546875,"la libertad","pataz","urpay"
"De 35 a 39 ",104,0.05078125,"la libertad","pataz","urpay"
"De 40 a 44 ",96,0.046875,"la libertad","pataz","urpay"
"De 45 a 49 ",116,0.056640625,"la libertad","pataz","urpay"
"De 50 a 54 ",112,0.0546875,"la libertad","pataz","urpay"
"De 55 a 59 ",111,0.05419921875,"la libertad","pataz","urpay"
"De 60 a 64 ",57,0.02783203125,"la libertad","pataz","urpay"
"De 65 a 69 ",68,0.033203125,"la libertad","pataz","urpay"
"De 70 a 74 ",67,0.03271484375,"la libertad","pataz","urpay"
"De 75 a 79 ",54,0.0263671875,"la libertad","pataz","urpay"
"De 80 a 84 ",46,0.0224609375,"la libertad","pataz","urpay"
"De 85 a 89 ",28,0.013671875,"la libertad","pataz","urpay"
"De 90 a 94 ",1,0.00048828125,"la libertad","pataz","urpay"
"De 95 a más",2,0.0009765625,"la libertad","pataz","urpay"
"De 0  a 4 ",7800,0.116588442796927,"la libertad","sanchez carrion","huamachuco"
"De 5  a 9 ",7703,0.115138560880093,"la libertad","sanchez carrion","huamachuco"
"De 10 a 14 ",7729,0.11552718902275,"la libertad","sanchez carrion","huamachuco"
"De 15 a 19 ",6206,0.0927625482048369,"la libertad","sanchez carrion","huamachuco"
"De 20 a 24 ",6070,0.0907297240740187,"la libertad","sanchez carrion","huamachuco"
"De 25 a 29 ",5676,0.0848405129891483,"la libertad","sanchez carrion","huamachuco"
"De 30 a 34 ",5314,0.0794296134644704,"la libertad","sanchez carrion","huamachuco"
"De 35 a 39 ",4209,0.0629129174015725,"la libertad","sanchez carrion","huamachuco"
"De 40 a 44 ",3562,0.0532420555439299,"la libertad","sanchez carrion","huamachuco"
"De 45 a 49 ",3050,0.0455890705808496,"la libertad","sanchez carrion","huamachuco"
"De 50 a 54 ",2489,0.0372036710412245,"la libertad","sanchez carrion","huamachuco"
"De 55 a 59 ",1974,0.0295058443693761,"la libertad","sanchez carrion","huamachuco"
"De 60 a 64 ",1563,0.0233625302681534,"la libertad","sanchez carrion","huamachuco"
"De 65 a 69 ",1106,0.016531643299154,"la libertad","sanchez carrion","huamachuco"
"De 70 a 74 ",907,0.0135571432842068,"la libertad","sanchez carrion","huamachuco"
"De 75 a 79 ",704,0.0105228543242354,"la libertad","sanchez carrion","huamachuco"
"De 80 a 84 ",462,0.00690562315027951,"la libertad","sanchez carrion","huamachuco"
"De 85 a 89 ",281,0.00420017338794057,"la libertad","sanchez carrion","huamachuco"
"De 90 a 94 ",65,0.000971570356641057,"la libertad","sanchez carrion","huamachuco"
"De 95 a más",32,0.00047831156019252,"la libertad","sanchez carrion","huamachuco"
"De 0  a 4 ",2153,0.128391675114795,"la libertad","sanchez carrion","chugay"
"De 5  a 9 ",2088,0.124515474983601,"la libertad","sanchez carrion","chugay"
"De 10 a 14 ",2233,0.133162382968573,"la libertad","sanchez carrion","chugay"
"De 15 a 19 ",1492,0.0889737014729561,"la libertad","sanchez carrion","chugay"
"De 20 a 24 ",1251,0.0746019440634504,"la libertad","sanchez carrion","chugay"
"De 25 a 29 ",1126,0.0671477130419226,"la libertad","sanchez carrion","chugay"
"De 30 a 34 ",1129,0.0673266145864393,"la libertad","sanchez carrion","chugay"
"De 35 a 39 ",855,0.0509869401872503,"la libertad","sanchez carrion","chugay"
"De 40 a 44 ",840,0.0500924324646669,"la libertad","sanchez carrion","chugay"
"De 45 a 49 ",760,0.0453217246108891,"la libertad","sanchez carrion","chugay"
"De 50 a 54 ",646,0.0385234659192558,"la libertad","sanchez carrion","chugay"
"De 55 a 59 ",596,0.0355417735106446,"la libertad","sanchez carrion","chugay"
"De 60 a 64 ",445,0.026537062436639,"la libertad","sanchez carrion","chugay"
"De 65 a 69 ",355,0.021170016101139,"la libertad","sanchez carrion","chugay"
"De 70 a 74 ",294,0.0175323513626334,"la libertad","sanchez carrion","chugay"
"De 75 a 79 ",259,0.0154451666766056,"la libertad","sanchez carrion","chugay"
"De 80 a 84 ",157,0.00936251416303894,"la libertad","sanchez carrion","chugay"
"De 85 a 89 ",64,0.00381656628302224,"la libertad","sanchez carrion","chugay"
"De 90 a 94 ",16,0.000954141570755561,"la libertad","sanchez carrion","chugay"
"De 95 a más",10,0.000596338481722226,"la libertad","sanchez carrion","chugay"
"De 0  a 4 ",1118,0.13312693498452,"la libertad","sanchez carrion","cochorco"
"De 5  a 9 ",1218,0.145034532031436,"la libertad","sanchez carrion","cochorco"
"De 10 a 14 ",1175,0.139914265301262,"la libertad","sanchez carrion","cochorco"
"De 15 a 19 ",708,0.0843057870921648,"la libertad","sanchez carrion","cochorco"
"De 20 a 24 ",548,0.0652536318170993,"la libertad","sanchez carrion","cochorco"
"De 25 a 29 ",554,0.0659680876399143,"la libertad","sanchez carrion","cochorco"
"De 30 a 34 ",598,0.0712074303405573,"la libertad","sanchez carrion","cochorco"
"De 35 a 39 ",480,0.0571564658251965,"la libertad","sanchez carrion","cochorco"
"De 40 a 44 ",409,0.0487020719218862,"la libertad","sanchez carrion","cochorco"
"De 45 a 49 ",320,0.038104310550131,"la libertad","sanchez carrion","cochorco"
"De 50 a 54 ",301,0.035841867111217,"la libertad","sanchez carrion","cochorco"
"De 55 a 59 ",240,0.0285782329125982,"la libertad","sanchez carrion","cochorco"
"De 60 a 64 ",211,0.0251250297689926,"la libertad","sanchez carrion","cochorco"
"De 65 a 69 ",161,0.0191712312455347,"la libertad","sanchez carrion","cochorco"
"De 70 a 74 ",149,0.0177423195999047,"la libertad","sanchez carrion","cochorco"
"De 75 a 79 ",109,0.0129792807811384,"la libertad","sanchez carrion","cochorco"
"De 80 a 84 ",56,0.00666825434627292,"la libertad","sanchez carrion","cochorco"
"De 85 a 89 ",33,0.00392950702548226,"la libertad","sanchez carrion","cochorco"
"De 90 a 94 ",7,0.000833531793284115,"la libertad","sanchez carrion","cochorco"
"De 95 a más",3,0.000357227911407478,"la libertad","sanchez carrion","cochorco"
"De 0  a 4 ",960,0.122730759396574,"la libertad","sanchez carrion","curgos"
"De 5  a 9 ",863,0.110329838915878,"la libertad","sanchez carrion","curgos"
"De 10 a 14 ",1030,0.131679877269241,"la libertad","sanchez carrion","curgos"
"De 15 a 19 ",742,0.0948606494502685,"la libertad","sanchez carrion","curgos"
"De 20 a 24 ",536,0.0685246739964204,"la libertad","sanchez carrion","curgos"
"De 25 a 29 ",459,0.0586806443364868,"la libertad","sanchez carrion","curgos"
"De 30 a 34 ",512,0.065456405011506,"la libertad","sanchez carrion","curgos"
"De 35 a 39 ",423,0.0540782408591153,"la libertad","sanchez carrion","curgos"
"De 40 a 44 ",462,0.0590641779596011,"la libertad","sanchez carrion","curgos"
"De 45 a 49 ",378,0.0483252365124009,"la libertad","sanchez carrion","curgos"
"De 50 a 54 ",313,0.0400153413449246,"la libertad","sanchez carrion","curgos"
"De 55 a 59 ",261,0.0333674252109435,"la libertad","sanchez carrion","curgos"
"De 60 a 64 ",209,0.0267195090769624,"la libertad","sanchez carrion","curgos"
"De 65 a 69 ",180,0.0230120173868576,"la libertad","sanchez carrion","curgos"
"De 70 a 74 ",203,0.0259524418307338,"la libertad","sanchez carrion","curgos"
"De 75 a 79 ",140,0.0178982357453337,"la libertad","sanchez carrion","curgos"
"De 80 a 84 ",85,0.0108667859882383,"la libertad","sanchez carrion","curgos"
"De 85 a 89 ",48,0.00613653796982869,"la libertad","sanchez carrion","curgos"
"De 90 a 94 ",11,0.00140628995141907,"la libertad","sanchez carrion","curgos"
"De 95 a más",7,0.000894911787266684,"la libertad","sanchez carrion","curgos"
"De 0  a 4 ",1079,0.103441664269965,"la libertad","sanchez carrion","marcabal"
"De 5  a 9 ",1195,0.114562362189627,"la libertad","sanchez carrion","marcabal"
"De 10 a 14 ",1426,0.136707889943438,"la libertad","sanchez carrion","marcabal"
"De 15 a 19 ",955,0.0915540216661873,"la libertad","sanchez carrion","marcabal"
"De 20 a 24 ",741,0.0710382513661202,"la libertad","sanchez carrion","marcabal"
"De 25 a 29 ",718,0.0688332853992906,"la libertad","sanchez carrion","marcabal"
"De 30 a 34 ",661,0.0633688045249736,"la libertad","sanchez carrion","marcabal"
"De 35 a 39 ",582,0.0557952257693414,"la libertad","sanchez carrion","marcabal"
"De 40 a 44 ",582,0.0557952257693414,"la libertad","sanchez carrion","marcabal"
"De 45 a 49 ",537,0.0514811619211964,"la libertad","sanchez carrion","marcabal"
"De 50 a 54 ",417,0.0399769916594766,"la libertad","sanchez carrion","marcabal"
"De 55 a 59 ",350,0.0335538299300163,"la libertad","sanchez carrion","marcabal"
"De 60 a 64 ",309,0.0296232384239287,"la libertad","sanchez carrion","marcabal"
"De 65 a 69 ",272,0.0260761192598984,"la libertad","sanchez carrion","marcabal"
"De 70 a 74 ",238,0.0228166043524111,"la libertad","sanchez carrion","marcabal"
"De 75 a 79 ",155,0.0148595532547215,"la libertad","sanchez carrion","marcabal"
"De 80 a 84 ",124,0.0118876426037772,"la libertad","sanchez carrion","marcabal"
"De 85 a 89 ",58,0.00556034895983127,"la libertad","sanchez carrion","marcabal"
"De 90 a 94 ",22,0.00210909788131531,"la libertad","sanchez carrion","marcabal"
"De 95 a más",10,0.000958680855143323,"la libertad","sanchez carrion","marcabal"
"De 0  a 4 ",1779,0.137672186967962,"la libertad","sanchez carrion","sanagoran"
"De 5  a 9 ",1707,0.132100294072125,"la libertad","sanchez carrion","sanagoran"
"De 10 a 14 ",1768,0.13682092555332,"la libertad","sanchez carrion","sanagoran"
"De 15 a 19 ",1257,0.0972759634731466,"la libertad","sanchez carrion","sanagoran"
"De 20 a 24 ",923,0.0714285714285714,"la libertad","sanchez carrion","sanagoran"
"De 25 a 29 ",816,0.0631481194861476,"la libertad","sanchez carrion","sanagoran"
"De 30 a 34 ",777,0.0601300108342362,"la libertad","sanchez carrion","sanagoran"
"De 35 a 39 ",673,0.0520817210958056,"la libertad","sanchez carrion","sanagoran"
"De 40 a 44 ",642,0.0496827116545426,"la libertad","sanchez carrion","sanagoran"
"De 45 a 49 ",568,0.043956043956044,"la libertad","sanchez carrion","sanagoran"
"De 50 a 54 ",473,0.0366042408295929,"la libertad","sanchez carrion","sanagoran"
"De 55 a 59 ",379,0.029329825104473,"la libertad","sanchez carrion","sanagoran"
"De 60 a 64 ",328,0.0253830676365888,"la libertad","sanchez carrion","sanagoran"
"De 65 a 69 ",248,0.0191920755301037,"la libertad","sanchez carrion","sanagoran"
"De 70 a 74 ",249,0.0192694629314348,"la libertad","sanchez carrion","sanagoran"
"De 75 a 79 ",179,0.0138523448382603,"la libertad","sanchez carrion","sanagoran"
"De 80 a 84 ",84,0.00650054171180932,"la libertad","sanchez carrion","sanagoran"
"De 85 a 89 ",57,0.00441108187587061,"la libertad","sanchez carrion","sanagoran"
"De 90 a 94 ",11,0.000851261414641696,"la libertad","sanchez carrion","sanagoran"
"De 95 a más",4,0.000309549605324253,"la libertad","sanchez carrion","sanagoran"
"De 0  a 4 ",1198,0.134365186182144,"la libertad","sanchez carrion","sarin"
"De 5  a 9 ",1108,0.124270973530731,"la libertad","sanchez carrion","sarin"
"De 10 a 14 ",1270,0.142440556303275,"la libertad","sanchez carrion","sarin"
"De 15 a 19 ",890,0.0998205473306415,"la libertad","sanchez carrion","sarin"
"De 20 a 24 ",638,0.0715567519066846,"la libertad","sanchez carrion","sarin"
"De 25 a 29 ",548,0.0614625392552714,"la libertad","sanchez carrion","sarin"
"De 30 a 34 ",518,0.0580978017048004,"la libertad","sanchez carrion","sarin"
"De 35 a 39 ",465,0.0521534320323015,"la libertad","sanchez carrion","sarin"
"De 40 a 44 ",441,0.0494616419919246,"la libertad","sanchez carrion","sarin"
"De 45 a 49 ",379,0.0425078510542844,"la libertad","sanchez carrion","sarin"
"De 50 a 54 ",306,0.0343203230148048,"la libertad","sanchez carrion","sarin"
"De 55 a 59 ",292,0.0327501121579183,"la libertad","sanchez carrion","sarin"
"De 60 a 64 ",234,0.0262449528936743,"la libertad","sanchez carrion","sarin"
"De 65 a 69 ",189,0.0211978465679677,"la libertad","sanchez carrion","sarin"
"De 70 a 74 ",173,0.0194033198743831,"la libertad","sanchez carrion","sarin"
"De 75 a 79 ",120,0.0134589502018843,"la libertad","sanchez carrion","sarin"
"De 80 a 84 ",85,0.00953342305966801,"la libertad","sanchez carrion","sarin"
"De 85 a 89 ",40,0.00448631673396142,"la libertad","sanchez carrion","sarin"
"De 90 a 94 ",13,0.00145805293853746,"la libertad","sanchez carrion","sarin"
"De 95 a más",9,0.00100942126514132,"la libertad","sanchez carrion","sarin"
"De 0  a 4 ",1566,0.127888934258881,"la libertad","sanchez carrion","sartimbamba"
"De 5  a 9 ",1643,0.134177215189873,"la libertad","sanchez carrion","sartimbamba"
"De 10 a 14 ",1742,0.142262147815435,"la libertad","sanchez carrion","sartimbamba"
"De 15 a 19 ",1155,0.0943242139648836,"la libertad","sanchez carrion","sartimbamba"
"De 20 a 24 ",794,0.0648427929767252,"la libertad","sanchez carrion","sartimbamba"
"De 25 a 29 ",773,0.0631278072682728,"la libertad","sanchez carrion","sartimbamba"
"De 30 a 34 ",723,0.0590445079624337,"la libertad","sanchez carrion","sartimbamba"
"De 35 a 39 ",657,0.053654552878726,"la libertad","sanchez carrion","sartimbamba"
"De 40 a 44 ",650,0.0530828909759085,"la libertad","sanchez carrion","sartimbamba"
"De 45 a 49 ",563,0.0459779501837485,"la libertad","sanchez carrion","sartimbamba"
"De 50 a 54 ",516,0.0421396488362597,"la libertad","sanchez carrion","sartimbamba"
"De 55 a 59 ",389,0.0317680685994283,"la libertad","sanchez carrion","sartimbamba"
"De 60 a 64 ",294,0.024009799918334,"la libertad","sanchez carrion","sartimbamba"
"De 65 a 69 ",246,0.0200898325847285,"la libertad","sanchez carrion","sartimbamba"
"De 70 a 74 ",208,0.0169865251122907,"la libertad","sanchez carrion","sartimbamba"
"De 75 a 79 ",151,0.0123315639036341,"la libertad","sanchez carrion","sartimbamba"
