"categoria","N","prop","dep_adm1","prov_adm2","dist_adm3"
"De 55 a 59 ",24,0.0659340659340659,"ancash","aija","huacllan"
"De 60 a 64 ",21,0.0576923076923077,"ancash","aija","huacllan"
"De 65 a 69 ",10,0.0274725274725275,"ancash","aija","huacllan"
"De 70 a 74 ",7,0.0192307692307692,"ancash","aija","huacllan"
"De 75 a 79 ",4,0.010989010989011,"ancash","aija","huacllan"
"De 80 a 84 ",10,0.0274725274725275,"ancash","aija","huacllan"
"De 85 a 89 ",7,0.0192307692307692,"ancash","aija","huacllan"
"De 90 a 94 ",1,0.00274725274725275,"ancash","aija","huacllan"
"De 95 a más",3,0.00824175824175824,"ancash","aija","huacllan"
"De 0  a 4 ",128,0.0809102402022756,"ancash","aija","la merced"
"De 5  a 9 ",138,0.0872313527180784,"ancash","aija","la merced"
"De 10 a 14 ",198,0.125158027812895,"ancash","aija","la merced"
"De 15 a 19 ",138,0.0872313527180784,"ancash","aija","la merced"
"De 20 a 24 ",81,0.0512010113780025,"ancash","aija","la merced"
"De 25 a 29 ",68,0.0429835651074589,"ancash","aija","la merced"
"De 30 a 34 ",78,0.0493046776232617,"ancash","aija","la merced"
"De 35 a 39 ",77,0.0486725663716814,"ancash","aija","la merced"
"De 40 a 44 ",102,0.0644753476611884,"ancash","aija","la merced"
"De 45 a 49 ",109,0.0689001264222503,"ancash","aija","la merced"
"De 50 a 54 ",74,0.0467762326169406,"ancash","aija","la merced"
"De 55 a 59 ",79,0.049936788874842,"ancash","aija","la merced"
"De 60 a 64 ",74,0.0467762326169406,"ancash","aija","la merced"
"De 65 a 69 ",65,0.0410872313527181,"ancash","aija","la merced"
"De 70 a 74 ",64,0.0404551201011378,"ancash","aija","la merced"
"De 75 a 79 ",55,0.0347661188369153,"ancash","aija","la merced"
"De 80 a 84 ",25,0.015802781289507,"ancash","aija","la merced"
"De 85 a 89 ",15,0.00948166877370417,"ancash","aija","la merced"
"De 90 a 94 ",10,0.00632111251580278,"ancash","aija","la merced"
"De 95 a más",4,0.00252844500632111,"ancash","aija","la merced"
"De 0  a 4 ",54,0.0756302521008403,"ancash","aija","succha"
"De 5  a 9 ",56,0.0784313725490196,"ancash","aija","succha"
"De 10 a 14 ",68,0.0952380952380952,"ancash","aija","succha"
"De 15 a 19 ",42,0.0588235294117647,"ancash","aija","succha"
"De 20 a 24 ",23,0.0322128851540616,"ancash","aija","succha"
"De 25 a 29 ",33,0.046218487394958,"ancash","aija","succha"
"De 30 a 34 ",45,0.0630252100840336,"ancash","aija","succha"
"De 35 a 39 ",37,0.0518207282913165,"ancash","aija","succha"
"De 40 a 44 ",44,0.061624649859944,"ancash","aija","succha"
"De 45 a 49 ",49,0.0686274509803922,"ancash","aija","succha"
"De 50 a 54 ",31,0.0434173669467787,"ancash","aija","succha"
"De 55 a 59 ",40,0.0560224089635854,"ancash","aija","succha"
"De 60 a 64 ",42,0.0588235294117647,"ancash","aija","succha"
"De 65 a 69 ",28,0.0392156862745098,"ancash","aija","succha"
"De 70 a 74 ",34,0.0476190476190476,"ancash","aija","succha"
"De 75 a 79 ",35,0.0490196078431373,"ancash","aija","succha"
"De 80 a 84 ",32,0.0448179271708683,"ancash","aija","succha"
"De 85 a 89 ",15,0.0210084033613445,"ancash","aija","succha"
"De 90 a 94 ",6,0.00840336134453782,"ancash","aija","succha"
"De 0  a 4 ",292,0.0888077858880779,"ancash","antonio raymondi","llamellin"
"De 5  a 9 ",332,0.100973236009732,"ancash","antonio raymondi","llamellin"
"De 10 a 14 ",393,0.119525547445255,"ancash","antonio raymondi","llamellin"
"De 15 a 19 ",290,0.0881995133819951,"ancash","antonio raymondi","llamellin"
"De 20 a 24 ",166,0.0504866180048662,"ancash","antonio raymondi","llamellin"
"De 25 a 29 ",169,0.0513990267639903,"ancash","antonio raymondi","llamellin"
"De 30 a 34 ",239,0.0726885644768856,"ancash","antonio raymondi","llamellin"
"De 35 a 39 ",199,0.0605231143552311,"ancash","antonio raymondi","llamellin"
"De 40 a 44 ",183,0.0556569343065693,"ancash","antonio raymondi","llamellin"
"De 45 a 49 ",150,0.0456204379562044,"ancash","antonio raymondi","llamellin"
"De 50 a 54 ",187,0.0568734793187348,"ancash","antonio raymondi","llamellin"
"De 55 a 59 ",162,0.0492700729927007,"ancash","antonio raymondi","llamellin"
"De 60 a 64 ",116,0.0352798053527981,"ancash","antonio raymondi","llamellin"
"De 65 a 69 ",113,0.034367396593674,"ancash","antonio raymondi","llamellin"
"De 70 a 74 ",97,0.0295012165450122,"ancash","antonio raymondi","llamellin"
"De 75 a 79 ",81,0.0246350364963504,"ancash","antonio raymondi","llamellin"
"De 80 a 84 ",70,0.0212895377128954,"ancash","antonio raymondi","llamellin"
"De 85 a 89 ",34,0.0103406326034063,"ancash","antonio raymondi","llamellin"
"De 90 a 94 ",11,0.00334549878345499,"ancash","antonio raymondi","llamellin"
"De 95 a más",4,0.00121654501216545,"ancash","antonio raymondi","llamellin"
"De 0  a 4 ",190,0.0990615224191867,"ancash","antonio raymondi","aczo"
"De 5  a 9 ",202,0.105318039624609,"ancash","antonio raymondi","aczo"
"De 10 a 14 ",228,0.118873826903024,"ancash","antonio raymondi","aczo"
"De 15 a 19 ",156,0.0813347236704901,"ancash","antonio raymondi","aczo"
"De 20 a 24 ",123,0.0641293013555787,"ancash","antonio raymondi","aczo"
"De 25 a 29 ",94,0.0490093847758081,"ancash","antonio raymondi","aczo"
"De 30 a 34 ",127,0.0662148070907195,"ancash","antonio raymondi","aczo"
"De 35 a 39 ",128,0.0667361835245047,"ancash","antonio raymondi","aczo"
"De 40 a 44 ",110,0.0573514077163712,"ancash","antonio raymondi","aczo"
"De 45 a 49 ",105,0.0547445255474453,"ancash","antonio raymondi","aczo"
"De 50 a 54 ",91,0.0474452554744526,"ancash","antonio raymondi","aczo"
"De 55 a 59 ",78,0.040667361835245,"ancash","antonio raymondi","aczo"
"De 60 a 64 ",58,0.0302398331595412,"ancash","antonio raymondi","aczo"
"De 65 a 69 ",50,0.0260688216892596,"ancash","antonio raymondi","aczo"
"De 70 a 74 ",62,0.032325338894682,"ancash","antonio raymondi","aczo"
"De 75 a 79 ",48,0.0250260688216893,"ancash","antonio raymondi","aczo"
"De 80 a 84 ",40,0.0208550573514077,"ancash","antonio raymondi","aczo"
"De 85 a 89 ",18,0.00938477580813347,"ancash","antonio raymondi","aczo"
"De 90 a 94 ",8,0.00417101147028154,"ancash","antonio raymondi","aczo"
"De 95 a más",2,0.00104275286757039,"ancash","antonio raymondi","aczo"
"De 0  a 4 ",128,0.0935672514619883,"ancash","antonio raymondi","chaccho"
"De 5  a 9 ",134,0.097953216374269,"ancash","antonio raymondi","chaccho"
"De 10 a 14 ",191,0.139619883040936,"ancash","antonio raymondi","chaccho"
"De 15 a 19 ",138,0.100877192982456,"ancash","antonio raymondi","chaccho"
"De 20 a 24 ",54,0.0394736842105263,"ancash","antonio raymondi","chaccho"
"De 25 a 29 ",40,0.0292397660818713,"ancash","antonio raymondi","chaccho"
"De 30 a 34 ",70,0.0511695906432748,"ancash","antonio raymondi","chaccho"
"De 35 a 39 ",76,0.0555555555555556,"ancash","antonio raymondi","chaccho"
"De 40 a 44 ",65,0.0475146198830409,"ancash","antonio raymondi","chaccho"
"De 45 a 49 ",76,0.0555555555555556,"ancash","antonio raymondi","chaccho"
"De 50 a 54 ",65,0.0475146198830409,"ancash","antonio raymondi","chaccho"
"De 55 a 59 ",65,0.0475146198830409,"ancash","antonio raymondi","chaccho"
"De 60 a 64 ",76,0.0555555555555556,"ancash","antonio raymondi","chaccho"
"De 65 a 69 ",50,0.0365497076023392,"ancash","antonio raymondi","chaccho"
"De 70 a 74 ",48,0.0350877192982456,"ancash","antonio raymondi","chaccho"
"De 75 a 79 ",41,0.0299707602339181,"ancash","antonio raymondi","chaccho"
"De 80 a 84 ",27,0.0197368421052632,"ancash","antonio raymondi","chaccho"
"De 85 a 89 ",20,0.0146198830409357,"ancash","antonio raymondi","chaccho"
"De 90 a 94 ",3,0.00219298245614035,"ancash","antonio raymondi","chaccho"
"De 95 a más",1,0.000730994152046784,"ancash","antonio raymondi","chaccho"
"De 0  a 4 ",177,0.0956239870340357,"ancash","antonio raymondi","chingas"
"De 5  a 9 ",213,0.115072933549433,"ancash","antonio raymondi","chingas"
"De 10 a 14 ",204,0.110210696920583,"ancash","antonio raymondi","chingas"
"De 15 a 19 ",156,0.0842787682333874,"ancash","antonio raymondi","chingas"
"De 20 a 24 ",67,0.0361966504592112,"ancash","antonio raymondi","chingas"
"De 25 a 29 ",87,0.047001620745543,"ancash","antonio raymondi","chingas"
"De 30 a 34 ",127,0.0686115613182064,"ancash","antonio raymondi","chingas"
"De 35 a 39 ",113,0.0610480821177742,"ancash","antonio raymondi","chingas"
"De 40 a 44 ",104,0.0561858454889249,"ancash","antonio raymondi","chingas"
"De 45 a 49 ",104,0.0561858454889249,"ancash","antonio raymondi","chingas"
"De 50 a 54 ",95,0.0513236088600756,"ancash","antonio raymondi","chingas"
"De 55 a 59 ",80,0.0432198811453268,"ancash","antonio raymondi","chingas"
"De 60 a 64 ",68,0.0367368989735278,"ancash","antonio raymondi","chingas"
"De 65 a 69 ",63,0.0340356564019449,"ancash","antonio raymondi","chingas"
"De 70 a 74 ",59,0.0318746623446786,"ancash","antonio raymondi","chingas"
"De 75 a 79 ",50,0.0270124257158293,"ancash","antonio raymondi","chingas"
"De 80 a 84 ",49,0.0264721772015127,"ancash","antonio raymondi","chingas"
"De 85 a 89 ",23,0.0124257158292815,"ancash","antonio raymondi","chingas"
"De 90 a 94 ",9,0.00486223662884927,"ancash","antonio raymondi","chingas"
"De 95 a más",3,0.00162074554294976,"ancash","antonio raymondi","chingas"
"De 0  a 4 ",476,0.117039586919105,"ancash","antonio raymondi","mirgas"
"De 5  a 9 ",501,0.123186624047209,"ancash","antonio raymondi","mirgas"
"De 10 a 14 ",570,0.140152446520777,"ancash","antonio raymondi","mirgas"
"De 15 a 19 ",360,0.0885173346447012,"ancash","antonio raymondi","mirgas"
"De 20 a 24 ",163,0.0400786820752397,"ancash","antonio raymondi","mirgas"
"De 25 a 29 ",212,0.0521268748463241,"ancash","antonio raymondi","mirgas"
"De 30 a 34 ",203,0.0499139414802065,"ancash","antonio raymondi","mirgas"
"De 35 a 39 ",229,0.056306860093435,"ancash","antonio raymondi","mirgas"
"De 40 a 44 ",220,0.0540939267273174,"ancash","antonio raymondi","mirgas"
"De 45 a 49 ",217,0.0533562822719449,"ancash","antonio raymondi","mirgas"
"De 50 a 54 ",191,0.0469633636587165,"ancash","antonio raymondi","mirgas"
"De 55 a 59 ",169,0.0415539709859848,"ancash","antonio raymondi","mirgas"
"De 60 a 64 ",143,0.0351610523727563,"ancash","antonio raymondi","mirgas"
"De 65 a 69 ",120,0.0295057782149004,"ancash","antonio raymondi","mirgas"
"De 70 a 74 ",107,0.0263093189082862,"ancash","antonio raymondi","mirgas"
"De 75 a 79 ",94,0.023112859601672,"ancash","antonio raymondi","mirgas"
"De 80 a 84 ",53,0.013031718711581,"ancash","antonio raymondi","mirgas"
"De 85 a 89 ",29,0.00713056306860093,"ancash","antonio raymondi","mirgas"
"De 90 a 94 ",8,0.00196705188099336,"ancash","antonio raymondi","mirgas"
"De 95 a más",2,0.00049176297024834,"ancash","antonio raymondi","mirgas"
"De 0  a 4 ",122,0.105354058721934,"ancash","antonio raymondi","san juan de rontoy"
"De 5  a 9 ",139,0.120034542314335,"ancash","antonio raymondi","san juan de rontoy"
"De 10 a 14 ",180,0.155440414507772,"ancash","antonio raymondi","san juan de rontoy"
"De 15 a 19 ",116,0.100172711571675,"ancash","antonio raymondi","san juan de rontoy"
"De 20 a 24 ",54,0.0466321243523316,"ancash","antonio raymondi","san juan de rontoy"
"De 25 a 29 ",43,0.03713298791019,"ancash","antonio raymondi","san juan de rontoy"
"De 30 a 34 ",49,0.042314335060449,"ancash","antonio raymondi","san juan de rontoy"
"De 35 a 39 ",69,0.0595854922279793,"ancash","antonio raymondi","san juan de rontoy"
"De 40 a 44 ",85,0.0734024179620035,"ancash","antonio raymondi","san juan de rontoy"
"De 45 a 49 ",56,0.0483592400690846,"ancash","antonio raymondi","san juan de rontoy"
"De 50 a 54 ",59,0.0509499136442142,"ancash","antonio raymondi","san juan de rontoy"
"De 55 a 59 ",43,0.03713298791019,"ancash","antonio raymondi","san juan de rontoy"
"De 60 a 64 ",22,0.0189982728842832,"ancash","antonio raymondi","san juan de rontoy"
"De 65 a 69 ",31,0.0267702936096718,"ancash","antonio raymondi","san juan de rontoy"
"De 70 a 74 ",27,0.0233160621761658,"ancash","antonio raymondi","san juan de rontoy"
"De 75 a 79 ",33,0.0284974093264249,"ancash","antonio raymondi","san juan de rontoy"
"De 80 a 84 ",22,0.0189982728842832,"ancash","antonio raymondi","san juan de rontoy"
"De 85 a 89 ",5,0.00431778929188256,"ancash","antonio raymondi","san juan de rontoy"
"De 90 a 94 ",2,0.00172711571675302,"ancash","antonio raymondi","san juan de rontoy"
"De 95 a más",1,0.000863557858376511,"ancash","antonio raymondi","san juan de rontoy"
"De 0  a 4 ",362,0.0793337716414639,"ancash","asuncion","chacas"
"De 5  a 9 ",429,0.094017094017094,"ancash","asuncion","chacas"
"De 10 a 14 ",504,0.110453648915187,"ancash","asuncion","chacas"
"De 15 a 19 ",419,0.0918255533640149,"ancash","asuncion","chacas"
"De 20 a 24 ",259,0.0567609029147491,"ancash","asuncion","chacas"
"De 25 a 29 ",232,0.0508437431514355,"ancash","asuncion","chacas"
"De 30 a 34 ",302,0.0661845277229893,"ancash","asuncion","chacas"
"De 35 a 39 ",295,0.0646504492658339,"ancash","asuncion","chacas"
"De 40 a 44 ",315,0.0690335305719921,"ancash","asuncion","chacas"
"De 45 a 49 ",298,0.0653079114617576,"ancash","asuncion","chacas"
"De 50 a 54 ",238,0.0521586675432829,"ancash","asuncion","chacas"
"De 55 a 59 ",189,0.0414201183431953,"ancash","asuncion","chacas"
"De 60 a 64 ",155,0.0339688801227263,"ancash","asuncion","chacas"
"De 65 a 69 ",174,0.0381328073635766,"ancash","asuncion","chacas"
"De 70 a 74 ",145,0.0317773394696472,"ancash","asuncion","chacas"
"De 75 a 79 ",127,0.0278325662941048,"ancash","asuncion","chacas"
"De 80 a 84 ",65,0.0142450142450142,"ancash","asuncion","chacas"
"De 85 a 89 ",42,0.00920447074293228,"ancash","asuncion","chacas"
"De 90 a 94 ",10,0.00219154065307911,"ancash","asuncion","chacas"
"De 95 a más",3,0.000657462195923734,"ancash","asuncion","chacas"
"De 0  a 4 ",229,0.0813499111900533,"ancash","asuncion","acochaca"
"De 5  a 9 ",253,0.0898756660746004,"ancash","asuncion","acochaca"
"De 10 a 14 ",294,0.104440497335702,"ancash","asuncion","acochaca"
"De 15 a 19 ",227,0.080639431616341,"ancash","asuncion","acochaca"
"De 20 a 24 ",119,0.0422735346358792,"ancash","asuncion","acochaca"
"De 25 a 29 ",139,0.0493783303730018,"ancash","asuncion","acochaca"
"De 30 a 34 ",146,0.0518650088809947,"ancash","asuncion","acochaca"
"De 35 a 39 ",157,0.0557726465364121,"ancash","asuncion","acochaca"
"De 40 a 44 ",162,0.0575488454706927,"ancash","asuncion","acochaca"
"De 45 a 49 ",159,0.0564831261101243,"ancash","asuncion","acochaca"
"De 50 a 54 ",145,0.0515097690941385,"ancash","asuncion","acochaca"
"De 55 a 59 ",143,0.0507992895204263,"ancash","asuncion","acochaca"
"De 60 a 64 ",133,0.047246891651865,"ancash","asuncion","acochaca"
"De 65 a 69 ",135,0.0479573712255773,"ancash","asuncion","acochaca"
"De 70 a 74 ",129,0.0458259325044405,"ancash","asuncion","acochaca"
"De 75 a 79 ",119,0.0422735346358792,"ancash","asuncion","acochaca"
"De 80 a 84 ",81,0.0287744227353464,"ancash","asuncion","acochaca"
"De 85 a 89 ",31,0.01101243339254,"ancash","asuncion","acochaca"
"De 90 a 94 ",9,0.00319715808170515,"ancash","asuncion","acochaca"
"De 95 a más",5,0.00177619893428064,"ancash","asuncion","acochaca"
"De 0  a 4 ",259,0.0643798160576684,"ancash","bolognesi","chiquian"
"De 5  a 9 ",406,0.100919711657967,"ancash","bolognesi","chiquian"
"De 10 a 14 ",504,0.125279642058166,"ancash","bolognesi","chiquian"
"De 15 a 19 ",390,0.0969425801640567,"ancash","bolognesi","chiquian"
"De 20 a 24 ",239,0.0594084016902809,"ancash","bolognesi","chiquian"
"De 25 a 29 ",193,0.0479741486452896,"ancash","bolognesi","chiquian"
"De 30 a 34 ",252,0.0626398210290828,"ancash","bolognesi","chiquian"
"De 35 a 39 ",228,0.0566741237882177,"ancash","bolognesi","chiquian"
"De 40 a 44 ",242,0.060154113845389,"ancash","bolognesi","chiquian"
"De 45 a 49 ",257,0.0638826746209297,"ancash","bolognesi","chiquian"
"De 50 a 54 ",246,0.0611483967188665,"ancash","bolognesi","chiquian"
"De 55 a 59 ",167,0.0415113099676858,"ancash","bolognesi","chiquian"
"De 60 a 64 ",130,0.0323141933880189,"ancash","bolognesi","chiquian"
"De 65 a 69 ",133,0.033059905543127,"ancash","bolognesi","chiquian"
"De 70 a 74 ",106,0.0263484961471539,"ancash","bolognesi","chiquian"
"De 75 a 79 ",99,0.0246085011185682,"ancash","bolognesi","chiquian"
"De 80 a 84 ",86,0.0213770817797663,"ancash","bolognesi","chiquian"
"De 85 a 89 ",56,0.0139199602286851,"ancash","bolognesi","chiquian"
"De 90 a 94 ",21,0.0052199850857569,"ancash","bolognesi","chiquian"
"De 95 a más",9,0.00223713646532438,"ancash","bolognesi","chiquian"
"De 0  a 4 ",18,0.0737704918032787,"ancash","bolognesi","abelardo pardo lezameta"
"De 5  a 9 ",14,0.0573770491803279,"ancash","bolognesi","abelardo pardo lezameta"
"De 10 a 14 ",26,0.10655737704918,"ancash","bolognesi","abelardo pardo lezameta"
"De 15 a 19 ",30,0.122950819672131,"ancash","bolognesi","abelardo pardo lezameta"
"De 20 a 24 ",11,0.0450819672131148,"ancash","bolognesi","abelardo pardo lezameta"
"De 25 a 29 ",13,0.0532786885245902,"ancash","bolognesi","abelardo pardo lezameta"
"De 30 a 34 ",19,0.0778688524590164,"ancash","bolognesi","abelardo pardo lezameta"
"De 35 a 39 ",12,0.0491803278688525,"ancash","bolognesi","abelardo pardo lezameta"
"De 40 a 44 ",20,0.0819672131147541,"ancash","bolognesi","abelardo pardo lezameta"
"De 45 a 49 ",10,0.040983606557377,"ancash","bolognesi","abelardo pardo lezameta"
"De 50 a 54 ",11,0.0450819672131148,"ancash","bolognesi","abelardo pardo lezameta"
"De 55 a 59 ",14,0.0573770491803279,"ancash","bolognesi","abelardo pardo lezameta"
"De 60 a 64 ",8,0.0327868852459016,"ancash","bolognesi","abelardo pardo lezameta"
"De 65 a 69 ",12,0.0491803278688525,"ancash","bolognesi","abelardo pardo lezameta"
"De 70 a 74 ",6,0.0245901639344262,"ancash","bolognesi","abelardo pardo lezameta"
"De 75 a 79 ",8,0.0327868852459016,"ancash","bolognesi","abelardo pardo lezameta"
"De 80 a 84 ",4,0.0163934426229508,"ancash","bolognesi","abelardo pardo lezameta"
"De 85 a 89 ",5,0.0204918032786885,"ancash","bolognesi","abelardo pardo lezameta"
"De 90 a 94 ",1,0.0040983606557377,"ancash","bolognesi","abelardo pardo lezameta"
"De 95 a más",2,0.00819672131147541,"ancash","bolognesi","abelardo pardo lezameta"
"De 0  a 4 ",61,0.0613682092555332,"ancash","bolognesi","antonio raymondi"
"De 5  a 9 ",86,0.0865191146881288,"ancash","bolognesi","antonio raymondi"
"De 10 a 14 ",74,0.0744466800804829,"ancash","bolognesi","antonio raymondi"
"De 15 a 19 ",62,0.062374245472837,"ancash","bolognesi","antonio raymondi"
"De 20 a 24 ",49,0.0492957746478873,"ancash","bolognesi","antonio raymondi"
"De 25 a 29 ",60,0.0603621730382294,"ancash","bolognesi","antonio raymondi"
"De 30 a 34 ",57,0.0573440643863179,"ancash","bolognesi","antonio raymondi"
"De 35 a 39 ",49,0.0492957746478873,"ancash","bolognesi","antonio raymondi"
"De 40 a 44 ",67,0.0674044265593561,"ancash","bolognesi","antonio raymondi"
"De 45 a 49 ",50,0.0503018108651911,"ancash","bolognesi","antonio raymondi"
"De 50 a 54 ",53,0.0533199195171026,"ancash","bolognesi","antonio raymondi"
"De 55 a 59 ",51,0.051307847082495,"ancash","bolognesi","antonio raymondi"
"De 60 a 64 ",60,0.0603621730382294,"ancash","bolognesi","antonio raymondi"
"De 65 a 69 ",46,0.0462776659959759,"ancash","bolognesi","antonio raymondi"
"De 70 a 74 ",51,0.051307847082495,"ancash","bolognesi","antonio raymondi"
"De 75 a 79 ",46,0.0462776659959759,"ancash","bolognesi","antonio raymondi"
"De 80 a 84 ",41,0.0412474849094567,"ancash","bolognesi","antonio raymondi"
"De 85 a 89 ",26,0.0261569416498994,"ancash","bolognesi","antonio raymondi"
"De 90 a 94 ",2,0.00201207243460765,"ancash","bolognesi","antonio raymondi"
"De 95 a más",3,0.00301810865191147,"ancash","bolognesi","antonio raymondi"
"De 0  a 4 ",178,0.0863239573229874,"ancash","bolognesi","aquia"
"De 5  a 9 ",184,0.0892337536372454,"ancash","bolognesi","aquia"
"De 10 a 14 ",183,0.0887487875848691,"ancash","bolognesi","aquia"
"De 15 a 19 ",176,0.0853540252182347,"ancash","bolognesi","aquia"
"De 20 a 24 ",130,0.0630455868089234,"ancash","bolognesi","aquia"
"De 25 a 29 ",161,0.0780795344325897,"ancash","bolognesi","aquia"
"De 30 a 34 ",134,0.0649854510184287,"ancash","bolognesi","aquia"
"De 35 a 39 ",140,0.0678952473326867,"ancash","bolognesi","aquia"
"De 40 a 44 ",125,0.0606207565470417,"ancash","bolognesi","aquia"
"De 45 a 49 ",100,0.0484966052376334,"ancash","bolognesi","aquia"
"De 50 a 54 ",92,0.0446168768186227,"ancash","bolognesi","aquia"
"De 55 a 59 ",106,0.0514064015518914,"ancash","bolognesi","aquia"
"De 60 a 64 ",92,0.0446168768186227,"ancash","bolognesi","aquia"
"De 65 a 69 ",81,0.039282250242483,"ancash","bolognesi","aquia"
"De 70 a 74 ",67,0.0324927255092144,"ancash","bolognesi","aquia"
"De 75 a 79 ",46,0.0223084384093113,"ancash","bolognesi","aquia"
"De 80 a 84 ",24,0.011639185257032,"ancash","bolognesi","aquia"
"De 85 a 89 ",24,0.011639185257032,"ancash","bolognesi","aquia"
"De 90 a 94 ",15,0.007274490785645,"ancash","bolognesi","aquia"
"De 95 a más",4,0.00193986420950533,"ancash","bolognesi","aquia"
"De 0  a 4 ",138,0.0822898032200358,"ancash","bolognesi","cajacay"
"De 5  a 9 ",137,0.0816935002981515,"ancash","bolognesi","cajacay"
"De 10 a 14 ",138,0.0822898032200358,"ancash","bolognesi","cajacay"
"De 15 a 19 ",119,0.0709600477042338,"ancash","bolognesi","cajacay"
"De 20 a 24 ",138,0.0822898032200358,"ancash","bolognesi","cajacay"
"De 25 a 29 ",125,0.0745378652355396,"ancash","bolognesi","cajacay"
"De 30 a 34 ",140,0.0834824090638044,"ancash","bolognesi","cajacay"
"De 35 a 39 ",131,0.0781156827668456,"ancash","bolognesi","cajacay"
"De 40 a 44 ",122,0.0727489564698867,"ancash","bolognesi","cajacay"
"De 45 a 49 ",99,0.0590339892665474,"ancash","bolognesi","cajacay"
"De 50 a 54 ",74,0.0441264162194395,"ancash","bolognesi","cajacay"
"De 55 a 59 ",87,0.0518783542039356,"ancash","bolognesi","cajacay"
"De 60 a 64 ",58,0.0345855694692904,"ancash","bolognesi","cajacay"
"De 65 a 69 ",50,0.0298151460942159,"ancash","bolognesi","cajacay"
"De 70 a 74 ",47,0.0280262373285629,"ancash","bolognesi","cajacay"
"De 75 a 79 ",29,0.0172927847346452,"ancash","bolognesi","cajacay"
"De 80 a 84 ",24,0.0143112701252236,"ancash","bolognesi","cajacay"
"De 85 a 89 ",16,0.00954084675014908,"ancash","bolognesi","cajacay"
"De 90 a 94 ",4,0.00238521168753727,"ancash","bolognesi","cajacay"
"De 95 a más",1,0.000596302921884317,"ancash","bolognesi","cajacay"
"De 0  a 4 ",21,0.0673076923076923,"ancash","bolognesi","canis"
"De 5  a 9 ",19,0.0608974358974359,"ancash","bolognesi","canis"
"De 10 a 14 ",14,0.0448717948717949,"ancash","bolognesi","canis"
"De 15 a 19 ",24,0.0769230769230769,"ancash","bolognesi","canis"
"De 20 a 24 ",14,0.0448717948717949,"ancash","bolognesi","canis"
"De 25 a 29 ",24,0.0769230769230769,"ancash","bolognesi","canis"
"De 30 a 34 ",22,0.0705128205128205,"ancash","bolognesi","canis"
"De 35 a 39 ",19,0.0608974358974359,"ancash","bolognesi","canis"
"De 40 a 44 ",20,0.0641025641025641,"ancash","bolognesi","canis"
"De 45 a 49 ",26,0.0833333333333333,"ancash","bolognesi","canis"
"De 50 a 54 ",19,0.0608974358974359,"ancash","bolognesi","canis"
"De 55 a 59 ",15,0.0480769230769231,"ancash","bolognesi","canis"
"De 60 a 64 ",20,0.0641025641025641,"ancash","bolognesi","canis"
"De 65 a 69 ",14,0.0448717948717949,"ancash","bolognesi","canis"
"De 70 a 74 ",11,0.0352564102564103,"ancash","bolognesi","canis"
"De 75 a 79 ",9,0.0288461538461538,"ancash","bolognesi","canis"
"De 80 a 84 ",11,0.0352564102564103,"ancash","bolognesi","canis"
"De 85 a 89 ",5,0.016025641025641,"ancash","bolognesi","canis"
"De 90 a 94 ",4,0.0128205128205128,"ancash","bolognesi","canis"
"De 95 a más",1,0.0032051282051282,"ancash","bolognesi","canis"
"De 0  a 4 ",156,0.0674448767833982,"ancash","bolognesi","colquioc"
"De 5  a 9 ",168,0.072632944228275,"ancash","bolognesi","colquioc"
"De 10 a 14 ",141,0.0609597924773022,"ancash","bolognesi","colquioc"
"De 15 a 19 ",151,0.0652831820146995,"ancash","bolognesi","colquioc"
"De 20 a 24 ",223,0.0964115866839602,"ancash","bolognesi","colquioc"
"De 25 a 29 ",222,0.0959792477302205,"ancash","bolognesi","colquioc"
"De 30 a 34 ",200,0.0864677907479464,"ancash","bolognesi","colquioc"
"De 35 a 39 ",185,0.0799827064418504,"ancash","bolognesi","colquioc"
"De 40 a 44 ",155,0.0670125378296584,"ancash","bolognesi","colquioc"
"De 45 a 49 ",145,0.0626891482922611,"ancash","bolognesi","colquioc"
"De 50 a 54 ",150,0.0648508430609598,"ancash","bolognesi","colquioc"
"De 55 a 59 ",104,0.0449632511889321,"ancash","bolognesi","colquioc"
"De 60 a 64 ",82,0.035451794206658,"ancash","bolognesi","colquioc"
"De 65 a 69 ",84,0.0363164721141375,"ancash","bolognesi","colquioc"
"De 70 a 74 ",54,0.0233463035019455,"ancash","bolognesi","colquioc"
"De 75 a 79 ",45,0.0194552529182879,"ancash","bolognesi","colquioc"
"De 80 a 84 ",23,0.00994379593601383,"ancash","bolognesi","colquioc"
"De 85 a 89 ",18,0.00778210116731518,"ancash","bolognesi","colquioc"
"De 90 a 94 ",7,0.00302637267617812,"ancash","bolognesi","colquioc"
"De 0  a 4 ",576,0.0890538033395176,"ancash","bolognesi","huallanca"
"De 5  a 9 ",646,0.0998763141620285,"ancash","bolognesi","huallanca"
"De 10 a 14 ",657,0.101576994434137,"ancash","bolognesi","huallanca"
"De 15 a 19 ",593,0.0916821273964131,"ancash","bolognesi","huallanca"
"De 20 a 24 ",465,0.0718923933209647,"ancash","bolognesi","huallanca"
"De 25 a 29 ",524,0.0810142238713667,"ancash","bolognesi","huallanca"
"De 30 a 34 ",519,0.0802411873840445,"ancash","bolognesi","huallanca"
"De 35 a 39 ",510,0.0788497217068646,"ancash","bolognesi","huallanca"
"De 40 a 44 ",448,0.0692640692640693,"ancash","bolognesi","huallanca"
